Folder_Name;Clean_Title;Search_Title;Platforms;Year_Folder;Path_Root;Path_Video;Untested;Metadata_Locked;Status_Flag;Summary;Genre;Developer;Publisher;Image_Link;Trailer_Link;Original_Release_Date;Remake_Release_Date;Developer / Publisher;Poster_URL;Empty
1997 - Riven, The Sequel to Myst;Riven, The Sequel to Myst;Riven, The Sequel to Myst;Warez;1997.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\1997 - Riven, The Sequel to Myst;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\1997 - Riven, The Sequel to Myst.mp4;False;False;OK;"Prepare to enter a world ""torn asunder"" by timeless, unresolved conflicts--a world of incomparable beauty, intrigue, and betrayal. Prepare to go to Riven. Journey through vast, awe-inspiring landscapes, where clouds sit nestled in a deep blue sky and the rolling sea waters shimmer from bright morning sunlight. But be forewarned: nothing is quite as it seems.";Point-and-click, Puzzle, Adventure;;;./images\Riven The Sequel to Myst.jpg;;1997.0;;;images\1997 - Riven, The Sequel to Myst.jpg;False
2001 - Myst 3 - Exile;Myst 3 - Exile;Myst 3 Exile;Warez;2001.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2001 - Myst 3 - Exile;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2001 - Myst 3 - Exile.mp4;False;False;OK;"MYST III: EXILE introduces a new villain Saavedro, who seeks revenge when he finds out his homeland was destroyed by Atrus' sons. The player must track the villain through several surrealistic Ages, navigating puzzles to uncover the truth behind this new adversary. Only then can disaster be averted to choose who was right and who was wrong.

Saavedro is played by Academy Award nominee Brad Dourif (One Flew Over the Cuckoo's Nest).";Point-and-click, Puzzle, Adventure;;;./images\Myst 3  Exile.jpg;;2001.0;;;images\2001 - Myst 3 - Exile.jpg;False
2004 - Myst 4 - Revelation;Myst 4 - Revelation;Myst 4 Revelation;Warez;2004.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2004 - Myst 4 - Revelation;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2004 - Myst 4 - Revelation.mp4;False;False;OK;"Myst IV: Revelation is the fourth installment in the Myst computer game series, developed and published by Ubisoft. Like Myst III: Exile, Revelation combines pre-rendered graphics with digital video, but also features real-time 3D effects for added realism.

The plot of Revelation ties up loose ends from the original Myst. The player is summoned by Atrus, a man who creates links to other worlds known as Ages by writing special linking books. Almost twenty years earlier, Atrus' two sons nearly destroyed all of his linking books and were imprisoned; Atrus now wishes to see if his sons' imprisonment has reformed them. The player ends up traveling to each brother's prison, in an effort to recover Atrus' daughter Yeesha from the brothers' plot.";Point-and-click, Puzzle, Adventure;;;./images\Myst 4  Revelation.jpg;;2004.0;;;images\2004 - Myst 4 - Revelation.jpg;False
2004 - Uru, Complete Chronicles;Uru, Complete Chronicles;Uru, Complete Chronicles;Warez;2004.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2004 - Uru, Complete Chronicles;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2004 - Uru, Complete Chronicles.mp4;False;False;OK;The critically acclaimed adventure of Uru: Ages Beyond Myst returns with this special collection that contains more Uru than ever before. Already the deepest Myst adventure to date, Uru is significantly expanded with the addition of To D'ni and The Path of the Shell, expansion packs that will take Uru beyond your imagination.;Puzzle, Adventure;;;./images\Uru Complete Chronicles.jpg;;2004.0;;;images\2004 - Uru, Complete Chronicles.jpg;False
2005 - Myst 5 - End of Ages;Myst 5 - End of Ages;Myst 5 End of Ages;Warez;2005.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2005 - Myst 5 - End of Ages;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2005 - Myst 5 - End of Ages.mp4;False;False;OK;"Myst V: End of Ages is a 2005 adventure video game, and the fifth and final installment in the Myst series. As in previous games in the series, End of Ages's gameplay consists of navigating worlds known as ""Ages"" via the use of special books and items which act as portals. On each Age, the player solves puzzles and discovers story clues hidden in the Ages or written down in diaries and journals. The player's actions in the game decide the fate of the ancient D'ni civilization.";Puzzle, Strategy, Adventure;;;./images\Myst 5  End of Ages.jpg;;2005.0;;;images\2005 - Myst 5 - End of Ages.jpg;False
2014 - realMyst Masterpiece Edition;realMyst Masterpiece Edition;realMyst Masterpiece Edition;Warez;2014.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2014 - realMyst Masterpiece Edition;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2014 - realMyst Masterpiece Edition.mp4;False;False;OK;Alone on a mysterious island, you set out to explore its grandeur and mystery. Here, a chilling tale of intrigue and injustice, defying all boundaries of space and time, is being told. Summon your wits and imagination about you. Every scrap of paper and ambient sound may provide the vital clues that allow hidden secrets to unravel before you. Each discovery you make and each puzzle you solve will lead you one step closer to reversing a wrong that has gone unchecked for ages.;Point-and-click, Puzzle, Adventure, Indie;;;./images\realMyst Masterpiece Edition.jpg;;2014.0;;;images\2014 - realMyst Masterpiece Edition.jpg;False
2016 - Obduction (Epic Games Store, GOG);Obduction;Obduction;GOG, Epic Games Store;2016.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2016 - Obduction (Epic Games Store, GOG);\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2016 - Obduction (Epic Games Store, GOG).mp4;False;False;OK;"From Cyan, the indie studio that brought you Myst and Riven comes a whole new adventure that will become your world.

The new worlds of Obduction reveal their secrets only as you explore, coax, and consider them. And as you bask in the otherworldly beauty and explore through the enigmatic landscapes, remember that the choices you make will have substantial consequences. This is your story now.";Point-and-click, Puzzle, Adventure, Indie;;;./images\Obduction.jpg;;2016.0;;;images\2016 - Obduction (Epic Games Store, GOG).jpg;True
2021 - Myst VR;Myst VR;Myst VR;Warez;2021.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2021 - Myst VR;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2021 - Myst VR.mp4;False;False;OK;A reimaged version developed by Cyan, this version builds the original from the ground up to enable play in VR and flatscreen PC, with new art, sound, interactions, and optional puzzle randomisation.;Puzzle, Adventure, Indie;;;./images\Myst VR.jpg;;2020.0;;;images\2021 - Myst VR.jpg;False
2024 - Riven VR;Riven VR;Riven VR;Warez;2024.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2024 - Riven VR;\\madhdd02\Software\GAMES\GAMES COMPIL\ - CYAN WORLDS\2024 - Riven VR.mp4;False;False;OK;;;;;;;;;;;False
1981 - Castle Wolfenstein;Castle Wolfenstein;Castle Wolfenstein;Warez;1981.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1981 - Castle Wolfenstein;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1981 - Castle Wolfenstein.mp4;False;False;OK;Castle Wolfenstein is a slow-paced stealth game set in World War II. The game's main objective is to traverse the levels of the castle to find the secret war plans and escape alive. Progressively higher military ranks are earned upon each successful escape with the war plans, and the game becomes correspondingly more difficult as each higher rank is achieved. There are 8 ranks, beginning with Private, culminating at the rank of Field Marshall.;Shooter;;;./images\Castle Wolfenstein.jpg;;1981.0;;;images\1981 - Castle Wolfenstein.jpg;False
1984 - Beyond Castle Wolfenstein;Beyond Castle Wolfenstein;Beyond Castle Wolfenstein;Warez;1984.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1984 - Beyond Castle Wolfenstein;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1984 - Beyond Castle Wolfenstein.mp4;False;False;OK;The DOS version has different graphics but similar sound to Apple II version. Notably this is a bootable game.;Shooter, Adventure;;;./images\Beyond Castle Wolfenstein.jpg;;1995.0;;;images\1984 - Beyond Castle Wolfenstein.jpg;False
1992 - Wolfenstein 3D;Wolfenstein 3D;Wolfenstein 3D;Warez;1992.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1992 - Wolfenstein 3D;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1992 - Wolfenstein 3D.mp4;False;False;OK;"The SNES version of Wolfenstein 3D has modified episodes and storyline, along with heavy censorship. The changes make this version a different game from the original DOS game, and was used as the basis for the Atari Jaguar, Macintosh, 3DO and Apple IIgs ports.
A Macintosh version would later unite both the SNES storyline and the original DOS storyline in a single release.

The Japanese version has even more censorship than the Western release, with a storyline changed even further.";Shooter;;;./images\Wolfenstein 3D.jpg;;1994.0;;;images\1992 - Wolfenstein 3D.jpg;False
1993 - Spear of Destiny;Spear of Destiny;Spear of Destiny;Warez;1993.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1993 - Spear of Destiny;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1993 - Spear of Destiny.mp4;False;False;OK;"A bundle with Spear of Destiny and its Mission Packs was released on GOG.com and Steam under the name of ""Spear of Destiny"" by id Software. Due to Bethesda merging Wolfenstein 3D and Spear of Destiny into a single bundle, this bundle with the mission packs got delisted, which means that the packs are unavailable for new buyers.";Shooter;;;;;2007.0;;;;False
1996 - Quake (Steam, Epic Games Store);Quake;Quake;Epic Games Store, Steam;1996.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1996 - Quake (Steam, Epic Games Store);\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1996 - Quake (Steam, Epic Games Store).mkv;False;False;OK;"Coffee Quake is one of the largest Community map packs featuring 74 small levels across four episodes following the classic Quake themes. Each map was made within two hours and has an average playtime of 3-5 minutes - well-suited for the occasional coffee break. The pack comes with a start map and a remix/remake of the original end map as well as a music track and some demos. The map sources are included.

Note: Some of these maps require a source port with increased limits and/or BSP2 support.";Shooter;;;./images\Quake.jpg;;2019.0;;;images\1996 - Quake (Steam, Epic Games Store).jpg;True
1997 - Quake II (GOG);Quake II;Quake II;GOG;1997.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1997 - Quake II (GOG);\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1997 - Quake II (GOG).mp4;False;False;OK;"This remastered release includes:
- Quake II (original version and enhanced release)
- The N64 version of Quake II
- Quake II Mission Pack: The Reckoning (expansion pack)
- Quake II Mission Pack: Ground Zero (expansion pack)
- A new expansion titled ""Call of the Machine"" as well as a new multiplayer map
- Multiplayer crossplay between Windows and console versions
- The original, unmodified release of Quake II: Quad Damage
- Concept art, sketches, videos and early, playable levels
- Various improvements such as support for higher resolutions, new gameplay elements and enhanced AI, a compass to show the way to the next objective etc.

This release replaced prior Quake II entries on digital stores upon its release. For previous owners, it was distributed as a free upgrade.";Shooter;;;./images\Quake II.jpg;;2023.0;;;images\1997 - Quake II (GOG).jpg;True
1999 - Quake III Gold;Quake III Gold;Quake III Gold;Warez;1999.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1999 - Quake III Gold;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\1999 - Quake III Gold.mkv;False;False;OK;Quake III: Gold brings you the most lethal duo on the planet in an Arena collection guaranteed to leave you black, blue and begging for more. Welcome to the Arena, where high-ranking warriors are transformed into spineless mush. Abandoning every ounce of common sense and any trace of doubt, you lunge onto a stage of narrowing landscapes and veiled abysses. Your new environment rejects you with lava pits and atmospheric hazards as legions of foes surround you, testing the gut reaction that brought you here in the first place. Your new mantra, fight or be finished.;Shooter;;;./images\Quake III Gold.jpg;;2001.0;;;images\1999 - Quake III Gold.jpg;False
2001 - Return to Castle Wolfenstein;Return to Castle Wolfenstein;Return to Castle Wolfenstein;Warez;2001.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\2001 - Return to Castle Wolfenstein;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\2001 - Return to Castle Wolfenstein.mp4;False;False;OK;Return to Castle Wolfenstein is a first-person shooter and a reboot of Wolfenstein 3D. The player's arsenal includes among others a Luger, MP 40 submachine gun, Mauser rifle with sniper scope, flamethrower, dynamite and grenades. The game also features a multiplayer component in which players are split into Axis and Allies sides with each a set of objectives to complete.;Shooter;;;./images\Return to Castle Wolfenstein.jpg;;2001.0;;;images\2001 - Return to Castle Wolfenstein.jpg;False
2003 - Wolfenstein, Enemy Territory (Steam);Wolfenstein, Enemy Territory;Wolfenstein, Enemy Territory;Steam;2003.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\2003 - Wolfenstein, Enemy Territory (Steam);\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\2003 - Wolfenstein, Enemy Territory (Steam).mp4;False;False;OK;Wolfenstein: Enemy Territory is a multiplayer spin-off to Return to Castle Wolfenstein. In this game, two teams battle each other through a series of three missions that make up a single campaign. There are two campaigns: North Africa and Northern Europe. Within a mission there are objectives that must be completed by each team. These are as varied as escorting tanks, building bridges, stealing gold, or blowing up fuel dumps. Each player picks a character class, such as engineer, soldier, field ops, or covert ops, and then makes use of that class's special abilities, class-specific weapons, and inventory items.;Shooter;;;./images\Wolfenstein Enemy Territory.jpg;;2003.0;;;images\2003 - Wolfenstein, Enemy Territory (Steam).jpg;True
2004 - Doom 3 (GOG);Doom 3;Doom 3;GOG;2004.0;\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\2004 - Doom 3 (GOG);\\madhdd02\Software\GAMES\GAMES COMPIL\ - ID SOFTWARE ANTHOLOGY\2004 - Doom 3 (GOG).mp4;False;False;OK;"A gameplay-altering mod that changes the slow pacing of the base game, to a more fast-paced action-horror shooter. The mod attempts to completely overhaul the entire game with new monsters, rebalanced weapons, rebalanced monster stats, better graphics, new gameplay features, and much more.

There are 2 versions of the mod:
Vanilla Doom 3 & Doom 3: RoE.";Shooter;;;./images\Doom 3.jpg;;2010.0;;;images\2004 - Doom 3 (GOG).jpg;True
